Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual,2025_Program,2026_GAA,Page_No
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Repairs and Maintenance,None,34621,94548,73252,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,153703,176193,132724,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,117996,113587,92833,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,15363,15504,16023,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Advertising Expenses,None,18502,45682,13777,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Printing and Publication Expenses,None,35636,180610,20816,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Representation Expenses,None,113548,151597,185506,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,1000,9787,4230,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Rent/Lease Expenses,None,558783,785410,569850,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,535,897,986,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Subscription Expenses,None,173880,396930,298978,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Donations,None,0,8,8,78
Department of Economy Planning and Development (DEPDev),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,28045,27646,2400960,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Land Improvements Outlay,None,0,6000,0,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Infrastructure Outlay,None,0,8000,0,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Buildings and Other Structures,None,203692,745178,604563,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Machinery and Equipment Outlay,None,490607,658741,123021,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Transportation Equipment Outlay,None,76754,69200,279975,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Furniture Fixtures and Books Outlay,None,1264,140679,1500,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Leased Assets Improvements,None,955,0,0,78
Department of Economy Planning and Development (DEPDev),Capital Outlays,Intangible Assets Outlay,None,0,15000,7500,78
Presidential Communications Office (PCO),Salaries and other Lump-sums,Basic Salary,None,743081,707199,783570,79
Presidential Communications Office (PCO),Other Compensation Common to All,Personnel Economic Relief Allowance,None,33518,34584,33634,79
Presidential Communications Office (PCO),Other Compensation Common to All,Representation Allowance,None,8365,7481,7244,79
Presidential Communications Office (PCO),Other Compensation Common to All,Transportation Allowance,None,6702,7271,7034,79
Presidential Communications Office (PCO),Other Compensation Common to All,Clothing and Uniform Allowance,None,9793,10089,9811,79
Presidential Communications Office (PCO),Other Compensation Common to All,Honoraria,None,1017,0,0,79
Presidential Communications Office (PCO),Other Compensation Common to All,Overtime Pay,None,356,130,100,79
Presidential Communications Office (PCO),Other Compensation Common to All,Year End Bonus,None,59295,58932,65296,79
Presidential Communications Office (PCO),Other Compensation Common to All,Mid-Year Bonus Civilian,None,58885,58932,65296,79
Presidential Communications Office (PCO),Other Compensation Common to All,Cash Gift,None,7037,7206,7006,79
Presidential Communications Office (PCO),Other Compensation Common to All,Productivity Enhancement Incentive,None,6813,7206,7006,79
Presidential Communications Office (PCO),Other Compensation Common to All,Step Increment,None,0,2251,2008,79
Presidential Communications Office (PCO),Other Compensation Common to All,Performance Based Bonus,None,33195,0,0,79
Presidential Communications Office (PCO),Other Compensation Common to All,Collective Negotiation Agreement,None,5460,0,0,79
Presidential Communications Office (PCO),Other Compensation for Specific Groups,Hazard Pay,None,0,0,50,79
Presidential Communications Office (PCO),Other Compensation for Specific Groups,Night Shift Differential Pay,None,0,3333,0,79
Presidential Communications Office (PCO),Other Compensation for Specific Groups,Other Personnel Benefits,None,18494,0,0,79
Presidential Communications Office (PCO),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,0,0,1146,79
Presidential Communications Office (PCO),Other Benefits,Pension Civilian Personnel,None,13910,0,0,80
Presidential Communications Office (PCO),Other Benefits,Retirement and Life Insurance Premiums,None,85258,84864,94033,80
Presidential Communications Office (PCO),Other Benefits,PAG-IBIG Contributions,None,3053,3459,3363,80
Presidential Communications Office (PCO),Other Benefits,PhilHealth Contributions,None,16687,16817,18444,80
Presidential Communications Office (PCO),Other Benefits,Employees Compensation Insurance Premiums,None,1686,1729,1682,80
Presidential Communications Office (PCO),Other Benefits,Loyalty Award Civilian,None,580,925,525,80
Presidential Communications Office (PCO),Other Benefits,Terminal Leave,None,24779,22092,18280,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Travelling Expenses,None,189869,177463,224225,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,9532,25047,16168,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,125487,111703,109066,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Utility Expenses,None,65213,71306,77246,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Communication Expenses,None,53439,84303,60686,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Professional Services,None,108278,121148,157526,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,General Services,None,64092,61975,85224,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Repairs and Maintenance,None,23713,31674,48043,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,14887,11079,15350,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,4168,4950,4061,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Advertising Expenses,None,30826,6858,255781,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Printing and Publication Expenses,None,3102,3304,3363,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Representation Expenses,None,63424,67384,41347,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,822,5717,2515,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Rent/Lease Expenses,None,99615,80829,83349,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,930,600,556,80
Presidential Communications Office (PCO),Maintenance and Other Operating Services,Subscription Expenses,None,19782,25124,34639,80
Presidential Communications Office (PCO),Capital Outlays,Buildings and Other Structures,None,83194,0,0,81
Presidential Communications Office (PCO),Capital Outlays,Machinery and Equipment Outlay,None,92858,101818,87291,81
Presidential Communications Office (PCO),Capital Outlays,Transportation Equipment Outlay,None,57246,1800,44245,81
Presidential Communications Office (PCO),Capital Outlays,Furniture Fixtures and Books Outlay,None,2174,0,0,81
Presidential Communications Office (PCO),Capital Outlays,Other Property Plant and Equipment Outlay,None,70,0,900,81
Other Executive Offices (OEOs),Salaries and other Lump-sums,Basic Salary,None,4261288,4668567,5319756,81
Other Executive Offices (OEOs),Salaries and other Lump-sums,Creation of New Positions,None,0,0,6980,81
Other Executive Offices (OEOs),Other Compensation Common to All,Personnel Economic Relief Allowance,None,173664,210048,210936,81
Other Executive Offices (OEOs),Other Compensation Common to All,Representation Allowance,None,81554,85074,84966,81
Other Executive Offices (OEOs),Other Compensation Common to All,Transportation Allowance,None,61631,84474,84366,81
Other Executive Offices (OEOs),Other Compensation Common to All,Clothing and Uniform Allowance,None,53602,61264,61523,81
Other Executive Offices (OEOs),Other Compensation Common to All,Honoraria,None,10956,1844,11711,81
Other Executive Offices (OEOs),Other Compensation Common to All,Overtime Pay,None,12760,0,0,82
Other Executive Offices (OEOs),Other Compensation Common to All,Year End Bonus,None,354130,389053,443310,82
Other Executive Offices (OEOs),Other Compensation Common to All,Mid-Year Bonus Civilian,None,338636,389053,443310,82
Other Executive Offices (OEOs),Other Compensation Common to All,Cash Gift,None,36567,43760,43945,82
Other Executive Offices (OEOs),Other Compensation Common to All,Per Diems,None,8930,9555,9968,82
Other Executive Offices (OEOs),Other Compensation Common to All,Productivity Enhancement Incentive,None,36120,43760,43945,82
Other Executive Offices (OEOs),Other Compensation Common to All,Step Increment,None,0,10085,16751,82
Other Executive Offices (OEOs),Other Compensation Common to All,Performance Based Bonus,None,153342,0,0,82
Other Executive Offices (OEOs),Other Compensation Common to All,Collective Negotiation Agreement,None,87704,0,0,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,RATA of Sectoral/Alternate Sectoral Representatives,None,6694,6324,6324,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,2098,33297,32705,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Magna Carta for Science & Technology Personnel,None,34289,9666,44712,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Quarters Allowance,None,12649,14195,14583,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Overseas Allowance,None,21036,21013,21587,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Hazard Duty Pay,None,45944,49008,49008,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Longevity Pay,None,152155,154432,154432,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,19680,0,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Lump-sum for Personnel Services,None,0,1642,0,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Other Personnel Benefits,None,174039,0,175,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,5584,828,1416,82
Other Executive Offices (OEOs),Other Compensation for Specific Groups,Special Counsel Allowance,None,1400,1000,2000,82
Other Executive Offices (OEOs),Other Benefits,Pension Civilian Personnel,None,67892,0,0,82
Other Executive Offices (OEOs),Other Benefits,Retirement and Life Insurance Premiums,None,516692,558556,636761,82
Other Executive Offices (OEOs),Other Benefits,PAG-IBIG Contributions,None,17160,21009,21091,82
Other Executive Offices (OEOs),Other Benefits,PhilHealth Contributions,None,101059,109979,123654,82
Other Executive Offices (OEOs),Other Benefits,Employees Compensation Insurance Premiums,None,8782,10509,10553,82
Other Executive Offices (OEOs),Other Benefits,Terminal Leave,None,136189,52865,68730,82
Other Executive Offices (OEOs),Other Benefits,Loyalty Award Civilian,None,4200,5535,5230,82
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Travelling Expenses,None,830048,959878,812441,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,373364,685040,710539,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,717930,1010548,1365145,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Utility Expenses,None,283583,337735,392075,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Communication Expenses,None,149842,278066,307490,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,122735,136151,135289,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,1340212,597058,213299,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Demolition/Relocation and Desilting/Dredging Expenses,None,544,135,0,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Professional Services,None,1650120,1361089,1938992,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,General Services,None,430467,508536,574880,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Repairs and Maintenance,None,180337,243337,318949,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,3920576,6189675,6866131,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,67455,122063,329925,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Labor and Wages,None,4501,4050,1823,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,43807,41884,50939,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Confidential Expenses,None,1171362,1172500,1181305,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Intelligence Expenses,None,1840200,640200,1120200,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Advertising Expenses,None,42491,44581,58222,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Printing and Publication Expenses,None,32010,63938,75179,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Representation Expenses,None,556853,735272,934429,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,15259,11704,23221,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Rent/Lease Expenses,None,677694,880970,1012451,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,7080,6495,5770,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Subscription Expenses,None,294684,515012,735847,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Donations,None,28596327,33549026,45600999,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Bank Transaction Fee,None,68,377,243,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,684384,619084,478447,83
Other Executive Offices (OEOs),Capital Outlays,Infrastructure Outlay,None,4678040,4993337,5411200,84
Other Executive Offices (OEOs),Capital Outlays,Buildings and Other Structures,None,1583467,823953,1453157,84
Other Executive Offices (OEOs),Capital Outlays,Machinery and Equipment Outlay,None,447480,1002625,1387778,84
Other Executive Offices (OEOs),Capital Outlays,Transportation Equipment Outlay,None,249926,182294,212897,84
Other Executive Offices (OEOs),Capital Outlays,Furniture Fixtures and Books Outlay,None,19813,50780,19764,84
Other Executive Offices (OEOs),Capital Outlays,Leased Assets Improvements,None,0,0,3200,84
Other Executive Offices (OEOs),Capital Outlays,Heritage Assets,None,40322,109967,124558,84
Other Executive Offices (OEOs),Capital Outlays,Other Property Plant and Equipment Outlay,None,6006,0,90524,84
Other Executive Offices (OEOs),Capital Outlays,Investment Outlay,None,10000,10000,10000,84
Other Executive Offices (OEOs),Capital Outlays,Intangible Assets Outlay,None,30563,4210,33355,84
The Judiciary (JUD),Salaries and other Lump-sums,Basic Salary,None,17609204,14576434,16542064,84
The Judiciary (JUD),Salaries and other Lump-sums,Creation of New Positions,None,0,1076060,2266734,84
The Judiciary (JUD),Salaries and other Lump-sums,Reclassification of Positions,None,0,39596,61357,84
The Judiciary (JUD),Other Compensation Common to All,Personnel Economic Relief Allowance,None,828998,708408,708288,84
The Judiciary (JUD),Other Compensation Common to All,Representation Allowance,None,546734,411588,412026,85
The Judiciary (JUD),Other Compensation Common to All,Transportation Allowance,None,526239,411402,411840,85
The Judiciary (JUD),Other Compensation Common to All,Clothing and Uniform Allowance,None,215443,206626,206591,85
The Judiciary (JUD),Other Compensation Common to All,Honoraria,None,5022,8881,9482,85
The Judiciary (JUD),Other Compensation Common to All,Overtime Pay,None,93380,35635,48781,85
The Judiciary (JUD),Other Compensation Common to All,Year End Bonus,None,1517764,1214704,1378505,85
The Judiciary (JUD),Other Compensation Common to All,Mid-Year Bonus Civilian,None,1489580,1214704,1378505,85
The Judiciary (JUD),Other Compensation Common to All,Cash Gift,None,166873,147590,147565,85
The Judiciary (JUD),Other Compensation Common to All,Productivity Enhancement Incentive,None,165938,147590,147565,85
The Judiciary (JUD),Other Compensation Common to All,Step Increment,None,0,36443,41355,85
The Judiciary (JUD),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,11802,19436,21199,85
The Judiciary (JUD),Other Compensation for Specific Groups,Magna Carta for Public Social Workers,None,6662,16181,18774,85
The Judiciary (JUD),Other Compensation for Specific Groups,Hazard Pay,None,168814,0,10305,85
The Judiciary (JUD),Other Compensation for Specific Groups,Longevity Pay,None,373532,376010,430719,85
The Judiciary (JUD),Other Compensation for Specific Groups,Night Shift Differential Pay,None,913,3875,4197,85
The Judiciary (JUD),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,7363892,8462579,85
The Judiciary (JUD),Other Compensation for Specific Groups,Other Personnel Benefits,None,9287492,598606,1022418,85
The Judiciary (JUD),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,1065,0,124491,85
The Judiciary (JUD),Other Benefits,Pension Civilian Personnel,None,5002312,5958367,6832427,85
The Judiciary (JUD),Other Benefits,Retirement and Life Insurance Premiums,None,1374617,1896268,2176406,85
The Judiciary (JUD),Other Benefits,PAG-IBIG Contributions,None,77650,70846,70834,85
The Judiciary (JUD),Other Benefits,PhilHealth Contributions,None,373880,316092,347557,85
The Judiciary (JUD),Other Benefits,Employees Compensation Insurance Premiums,None,41095,35421,35516,85
The Judiciary (JUD),Other Benefits,Retirement Gratuity,None,2603238,2075354,1064682,85
The Judiciary (JUD),Other Benefits,Terminal Leave,None,2323094,2271299,1361461,85
The Judiciary (JUD),Other Benefits,Loyalty Award Civilian,None,32230,25377,23045,85
The Judiciary (JUD),Maintenance and Other Operating Services,Travelling Expenses,None,311879,537081,631836,86
The Judiciary (JUD),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,327536,481568,636794,86
The Judiciary (JUD),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,1420068,2730423,2970187,86
The Judiciary (JUD),Maintenance and Other Operating Services,Utility Expenses,None,707063,954747,1019718,86
The Judiciary (JUD),Maintenance and Other Operating Services,Communication Expenses,None,303981,553410,586958,86
The Judiciary (JUD),Maintenance and Other Operating Services,Professional Services,None,1795921,1283172,1283172,86
The Judiciary (JUD),Maintenance and Other Operating Services,General Services,None,445818,656254,665867,86
The Judiciary (JUD),Maintenance and Other Operating Services,Repairs and Maintenance,None,502448,1041510,1092568,86
The Judiciary (JUD),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,132208,161801,161801,86
The Judiciary (JUD),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,63080,111940,112535,86
The Judiciary (JUD),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,348331,470135,474012,86
The Judiciary (JUD),Maintenance and Other Operating Services,Advertising Expenses,None,7014,20095,20783,86
The Judiciary (JUD),Maintenance and Other Operating Services,Printing and Publication Expenses,None,6674,3867,4022,86
The Judiciary (JUD),Maintenance and Other Operating Services,Representation Expenses,None,37454,111877,118879,86
The Judiciary (JUD),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,20932,117624,122275,86
The Judiciary (JUD),Maintenance and Other Operating Services,Rent/Lease Expenses,None,603478,1102042,1145654,86
The Judiciary (JUD),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,433,444,444,86
The Judiciary (JUD),Maintenance and Other Operating Services,Subscription Expenses,None,654051,1507245,3285455,86
The Judiciary (JUD),Maintenance and Other Operating Services,Donations,None,5,5,5,86
The Judiciary (JUD),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,2505234,2496079,2709296,86
The Judiciary (JUD),Capital Outlays,Land Outlay,None,165000,0,0,86
The Judiciary (JUD),Capital Outlays,Land Improvements Outlay,None,0,54000,0,86
The Judiciary (JUD),Capital Outlays,Buildings and Other Structures,None,4732792,1246408,3157409,87
The Judiciary (JUD),Capital Outlays,Machinery and Equipment Outlay,None,297126,922198,1351184,87
The Judiciary (JUD),Capital Outlays,Transportation Equipment Outlay,None,129525,198210,71960,87
The Judiciary (JUD),Capital Outlays,Furniture Fixtures and Books Outlay,None,64694,113757,40218,87
The Judiciary (JUD),Capital Outlays,Other Property Plant and Equipment Outlay,None,1541,0,2818,87
The Judiciary (JUD),Capital Outlays,Intangible Assets Outlay,None,201922,5269892,2507332,87
Civil Service Commission (CSC),Salaries and other Lump-sums,Basic Salary,None,1227922,906818,1046823,87
Civil Service Commission (CSC),Other Compensation Common to All,Personnel Economic Relief Allowance,None,32869,30432,30792,87
Civil Service Commission (CSC),Other Compensation Common to All,Representation Allowance,None,22421,24912,25182,87
Civil Service Commission (CSC),Other Compensation Common to All,Transportation Allowance,None,22088,23586,23958,87
Civil Service Commission (CSC),Other Compensation Common to All,Clothing and Uniform Allowance,None,8487,8876,8981,87
Civil Service Commission (CSC),Other Compensation Common to All,Overtime Pay,None,56,0,0,87
Civil Service Commission (CSC),Other Compensation Common to All,Year End Bonus,None,76728,75568,87234,87
Civil Service Commission (CSC),Other Compensation Common to All,Mid-Year Bonus Civilian,None,76607,75568,87234,87
Civil Service Commission (CSC),Other Compensation Common to All,Cash Gift,None,6582,6340,6415,87
Civil Service Commission (CSC),Other Compensation Common to All,Per Diems,None,281,427,427,87
Civil Service Commission (CSC),Other Compensation Common to All,Productivity Enhancement Incentive,None,6565,6340,6415,87
Civil Service Commission (CSC),Other Compensation Common to All,Step Increment,None,0,2265,2617,87
Civil Service Commission (CSC),Other Compensation Common to All,Performance Based Bonus,None,1184,0,0,87
Civil Service Commission (CSC),Other Compensation Common to All,Collective Negotiation Agreement,None,1488,0,0,87
Civil Service Commission (CSC),Other Compensation for Specific Groups,Provident/Welfare Fund Contributions,None,987,0,0,88
Civil Service Commission (CSC),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,217795,230072,88
Civil Service Commission (CSC),Other Compensation for Specific Groups,Other Personnel Benefits,None,1421,0,0,88
Civil Service Commission (CSC),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,0,4404,0,88
Civil Service Commission (CSC),Other Benefits,Pension Civilian Personnel,None,39389,39821,46229,88
Civil Service Commission (CSC),Other Benefits,Retirement and Life Insurance Premiums,None,116623,128628,146808,88
Civil Service Commission (CSC),Other Benefits,PAG-IBIG Contributions,None,1558,3047,3076,88
Civil Service Commission (CSC),Other Benefits,PhilHealth Contributions,None,16809,21125,23454,88
Civil Service Commission (CSC),Other Benefits,Employees Compensation Insurance Premiums,None,1514,1520,1540,88
Civil Service Commission (CSC),Other Benefits,Retirement Gratuity,None,0,14334,0,88
Civil Service Commission (CSC),Other Benefits,Loyalty Award Civilian,None,30,0,745,88
Civil Service Commission (CSC),Other Benefits,Terminal Leave,None,8533,22035,22370,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Travelling Expenses,None,41955,43573,43799,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,26324,25216,29518,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,69332,62894,61023,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Utility Expenses,None,54384,62848,60105,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Communication Expenses,None,55694,42220,42456,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,24071,24966,24965,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Professional Services,None,35809,38437,41042,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,General Services,None,136312,64867,72856,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Repairs and Maintenance,None,19497,41483,38458,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,3300,3300,3000,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,8283,8170,8113,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Labor and Wages,None,28095,28095,28095,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,7861,7861,7861,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Advertising Expenses,None,6297,6678,6661,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Printing and Publication Expenses,None,5010,5720,5917,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Representation Expenses,None,14045,15090,14759,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,5048,4991,5061,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Rent/Lease Expenses,None,4435,4471,4471,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,119,136,136,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Subscription Expenses,None,2324,257573,347084,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Bank Transaction Fee,None,1,4,4,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,18031,0,0,89
Civil Service Commission (CSC),Capital Outlays,Buildings and Other Structures,None,101564,32455,0,89
Civil Service Commission (CSC),Capital Outlays,Machinery and Equipment Outlay,None,55156,454034,317239,89
Civil Service Commission (CSC),Capital Outlays,Transportation Equipment Outlay,None,26686,0,0,89
Civil Service Commission (CSC),Capital Outlays,Furniture Fixtures and Books Outlay,None,1857,0,0,89
Commission on Audit (COA),Other Compensation Common to All,Personnel Economic Relief Allowance,None,260964,193560,200784,90
Commission on Audit (COA),Other Compensation Common to All,Representation Allowance,None,181877,52476,53742,90
Commission on Audit (COA),Other Compensation Common to All,Transportation Allowance,None,159286,52476,53742,90
Commission on Audit (COA),Other Compensation Common to All,Clothing and Uniform Allowance,None,74486,56455,58562,90
Commission on Audit (COA),Other Compensation Common to All,Overtime Pay,None,2310,0,0,90
Commission on Audit (COA),Other Compensation Common to All,Year End Bonus,None,527891,459587,542373,90
Commission on Audit (COA),Other Compensation Common to All,Mid-Year Bonus Civilian,None,621519,459587,542373,90
Commission on Audit (COA),Other Compensation Common to All,Cash Gift,None,43590,40325,41830,90
Commission on Audit (COA),Other Compensation Common to All,Productivity Enhancement Incentive,None,42677,40325,41830,90
Commission on Audit (COA),Other Compensation Common to All,Step Increment,None,0,13787,16272,90
Commission on Audit (COA),Other Compensation Common to All,Performance Based Bonus,None,268783,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,164,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Laundry Allowance,None,33,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Hazard Duty Pay,None,1822,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,4115774,4402305,90
Commission on Audit (COA),Other Compensation for Specific Groups,Other Personnel Benefits,None,2029790,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,23586,0,0,90
Commission on Audit (COA),Other Benefits,Pension Civilian Personnel,None,55033,53999,55236,90
Commission on Audit (COA),Other Benefits,Retirement and Life Insurance Premiums,None,683699,1045801,1195556,90
Commission on Audit (COA),Other Benefits,PAG-IBIG Contributions,None,22582,19353,20079,90
Commission on Audit (COA),Other Benefits,PhilHealth Contributions,None,198160,134752,155508,90
Commission on Audit (COA),Other Benefits,Employees Compensation Insurance Premiums,None,13060,9676,10038,90
Commission on Audit (COA),Other Benefits,Loyalty Award Civilian,None,9895,10360,11798,90
Commission on Audit (COA),Other Benefits,Terminal Leave,None,518001,277806,325932,90
Commission on Audit (COA),Maintenance and Other Operating Services,Travelling Expenses,None,170676,242744,177630,91
Commission on Audit (COA),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,39336,26252,35330,91
Commission on Audit (COA),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,45753,106912,41906,91
Commission on Audit (COA),Maintenance and Other Operating Services,Utility Expenses,None,124290,121225,122715,91
Commission on Audit (COA),Maintenance and Other Operating Services,Communication Expenses,None,117689,163381,90306,91
Commission on Audit (COA),Maintenance and Other Operating Services,Professional Services,None,2809,0,0,91
Commission on Audit (COA),Maintenance and Other Operating Services,General Services,None,162327,156497,155430,91
Commission on Audit (COA),Maintenance and Other Operating Services,Repairs and Maintenance,None,15451,38459,13438,91
Commission on Audit (COA),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,27552,14507,16154,91
